,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,xrm
20120224,-0.05,-0.41,-0.48,-0.33,-0.15,0.03,0.1,0.3,0.09,0.25,0.15
20120227,-0.04,-0.39,0.14,0.2,-0.03,-0.09,0.21,-0.19,0.05,0.22,0.14
20120228,0.16,-0.36,-0.52,-0.32,-0.17,-0.09,-0.19,-0.21,0.13,0.39,0.28
20120229,-1.27,-2.18,-1.67,-1.56,-1.23,-0.62,-0.67,-0.61,-0.59,-0.55,-0.55
20120301,0.3,0.34,0.33,0.56,0.77,0.71,0.79,0.77,0.66,0.65,0.64
20120302,-0.93,-2.2,-1.67,-1.55,-1.4,-1,-0.88,-0.49,-0.55,-0.38,-0.46
20120305,0.13,0.34,-0.22,-0.19,-0.31,-0.67,-0.74,-0.9,-0.68,-0.48,-0.4
20120306,-1.23,-2.22,-2.2,-2,-1.93,-2.1,-2,-2.07,-1.65,-1.71,-1.62
20120307,1.04,1.48,1.27,1.01,0.98,0.95,1.14,1,0.69,0.86,0.8
20120308,0.92,1.27,1.61,1.49,1.5,1.35,1.51,1.32,1.17,1.15,1.07
20120309,0.98,1.52,1.32,1.41,1.4,1.3,1.06,0.8,0.57,0.31,0.49
20120312,0.09,-0.24,-0.61,-0.02,-0.64,-0.6,-0.42,-0.64,-0.33,-0.26,-0.07
20120313,1.45,2.34,2.29,2.16,2.18,2,2.08,2,1.65,1.83,1.86
20120314,-0.43,-0.85,-1.14,-0.85,-0.79,-0.92,-0.52,-0.59,-0.41,-0.29,-0.23
20120315,0.4,0.92,1.1,1.29,1.15,0.93,1,0.98,0.79,0.79,0.67
20120316,0.35,-0.18,0.14,0.08,-0.07,-0.05,-0.07,0.18,0.28,0.2,0.06
20120319,0.51,1.3,0.9,0.68,0.55,0.25,0.23,0.23,0.11,0.34,0.41
20120320,-0.24,-1.1,-1.15,-0.96,-0.97,-0.93,-0.73,-0.67,-0.63,-0.4,-0.39
20120321,0.33,0.19,0.11,0.18,-0.09,-0.01,-0.21,0.14,0.22,-0.2,-0.1
20120322,-0.61,-1.23,-1.07,-1.01,-1.04,-1.31,-1.16,-1.06,-0.74,-0.84,-0.74
20120323,0.88,1.47,1.16,0.83,0.84,0.61,0.7,0.31,0.38,0.42,0.39
20120326,1.05,2.08,1.91,2,1.76,1.52,1.5,1.17,1.39,1.4,1.45
20120327,-0.06,-0.86,-0.83,-0.75,-0.65,-0.47,-0.34,-0.37,-0.32,-0.41,-0.3
20120328,-0.42,-0.52,-0.67,-0.82,-0.31,-0.81,-0.67,-1.03,-0.83,-0.57,-0.51
20120329,0.11,-0.27,-0.39,-0.32,-0.14,-0.43,-0.21,0.08,0.05,-0.13,-0.16
20120330,0.14,-0.54,-0.26,-0.46,-0.13,-0.06,-0.08,0.32,0.3,0.6,0.28
20120402,0.67,1.55,1.1,1.08,0.76,0.74,0.53,0.81,0.92,0.73,0.77
20120403,-0.88,-1.33,-0.98,-0.75,-0.43,0.07,0.12,-0.23,-0.5,-0.4,-0.34
20120404,-1.03,-1.9,-1.91,-1.83,-1.61,-1.63,-1.36,-1.37,-1.1,-1.02,-1.11
20120405,0.08,-0.06,-0.27,-0.32,-0.36,-0.48,-0.38,-0.28,-0.08,-0.06,-0.03
20120409,-1.39,-2.28,-1.89,-1.81,-1.53,-1.69,-1.45,-1.45,-1.41,-1.24,-1.21
20120410,-1.55,-2.32,-2.55,-2.28,-2.12,-2.43,-2.43,-2.24,-1.88,-1.73,-1.85
20120411,1.42,2.11,1.8,1.8,1.43,1.18,1.23,1.03,0.97,0.73,0.85
20120412,0.96,1.4,1.51,1.64,1.95,2.18,1.95,1.81,1.54,1.64,1.44
20120413,-0.85,-2.18,-1.68,-1.57,-1.58,-1.5,-1.37,-1.22,-1.17,-1.15,-1.25
20120416,0.4,0.49,0,0.05,0,-0.18,-0.19,-0.21,-0.27,-0.09,-0.09
20120417,0.74,1.8,1.77,1.59,1.69,1.7,1.74,1.62,1.55,1.38,1.55
20120418,-0.61,-1.47,-1.32,-0.87,-0.77,-0.4,-0.56,-0.48,-0.44,-0.34,-0.43
20120419,-0.24,-0.7,-0.51,-0.6,-0.42,-0.23,0.21,-0.21,-0.31,-0.4,-0.57
20120420,0.55,1.07,0.66,0.36,0.06,0.34,0.11,-0.09,-0.19,0.06,0.11
20120423,-0.7,-1.76,-1.57,-1.46,-1.33,-1.22,-1.15,-0.97,-1.02,-0.92,-0.95
20120424,1.03,1.2,0.74,0.55,0.45,0.29,0.1,0.12,0.11,0.42,0.29
20120425,0.63,1.59,1.67,2.16,1.63,1.64,1.8,1.68,1.35,1.12,1.44
20120426,0.41,0.48,0.83,0.97,0.91,0.83,1.01,0.58,0.93,0.67,0.75
20120427,0.51,1.08,1.1,1.03,0.56,0.56,0.4,0.4,0.19,0.29,0.35
20120430,-0.32,-1.38,-1.25,-0.79,-0.86,-0.96,-0.6,-0.26,-0.32,-0.3,-0.49
20120501,-0.08,-0.9,-0.15,-0.23,0.43,0.31,0.76,0.59,0.6,0.57,0.48
20120502,0.22,0.26,0.61,0.26,0.06,-0.13,-0.01,-0.39,-0.24,-0.41,-0.15
20120503,-0.97,-1.84,-1.66,-1.28,-1.86,-1.65,-1.18,-1.44,-1.23,-0.94,-0.92
20120504,-1.2,-2.31,-1.92,-1.7,-1.7,-1.67,-1.61,-1.71,-1.77,-1.58,-1.62
20120507,0.32,0.63,-0.01,0.06,0.24,-0.25,-0.21,-0.08,0.32,-0.14,0.04
20120508,-0.19,0.27,-0.17,-0.23,-0.1,-0.36,-0.55,-1.1,-0.46,-0.37,-0.41
20120509,-0.3,-0.71,-0.6,-0.61,-0.5,-0.39,-0.52,-0.16,-0.56,-0.71,-0.62
20120510,0.39,0.42,0.33,0.37,0.15,-0.07,-0.01,0.17,0.06,0.3,0.29
20120511,-0.42,-0.58,-0.71,-0.18,-0.11,-0.18,-0.05,-0.08,-0.17,-0.46,-0.29
20120514,-1.04,-1.57,-1.48,-1.4,-1.37,-1.18,-1.38,-1.4,-1,-1.05,-1.14
20120515,-0.63,-0.12,-0.2,-0.25,-0.34,-0.68,-0.79,-1.13,-0.84,-0.64,-0.52
20120516,-1.08,-0.84,-0.92,-0.73,-0.76,-0.61,-0.94,-0.97,-0.67,-0.58,-0.44
20120517,-1.5,-1.76,-1.96,-2.26,-2.3,-2.65,-2.65,-2.51,-1.76,-1.49,-1.64
20120518,-1.07,-0.96,-0.91,-0.84,-1.36,-1.17,-1.04,-1.33,-0.89,-0.63,-0.8
20120521,1.28,2.28,2.51,2.41,2.38,2.55,2.28,2.85,2.16,1.59,1.69
20120522,-0.61,-1.63,-0.96,-0.51,-0.65,0.12,0.33,-0.11,0.11,0,0
20120523,0.09,0.89,0.74,0.73,1,0.69,0.47,0.57,0.5,0.05,0.26
20120524,0.45,0.21,0.09,0.13,-0.15,0.28,0.07,-0.11,-0.11,0.2,0.16
20120525,0.11,0.2,0.06,0.15,0.27,-0.09,-0.03,0.24,0.25,-0.18,-0.16
20120529,0.79,1.04,1.52,1.69,1.68,1.68,1.34,1.53,1.23,1.25,1.14
20120530,-0.95,-1.92,-2.03,-2.07,-2.02,-2.06,-2.18,-2.23,-1.8,-1.55,-1.47
20120531,0.26,0.37,-0.1,-0.23,-0.1,-0.63,-0.38,-0.43,-0.76,-0.26,-0.23
20120601,-1.8,-2.96,-3.13,-3.45,-3.25,-3.2,-3.29,-3.27,-2.75,-2.56,-2.6
20120604,-0.09,0.48,0.15,-0.28,-0.48,-0.44,-0.9,-0.46,-0.08,0.03,-0.05
20120605,0.49,0.72,1.17,1.26,1.44,1.12,1.45,1.46,1,0.74,0.68
20120606,1.69,2.83,2.82,2.55,2.66,2.86,2.16,2.39,2.32,2.32,2.32
20120607,-0.15,-0.59,-0.39,-0.51,-0.8,-0.55,-0.38,-0.62,-0.25,0.07,-0.1
20120608,0.51,1.33,0.99,1.12,0.67,0.77,0.84,0.74,0.72,0.6,0.85
20120611,-1.04,-2.72,-2.51,-2.25,-2.39,-2.15,-2.11,-2.07,-1.7,-1.25,-1.4
20120612,0.61,1.51,1.49,1.33,1.42,1.06,1.1,1.13,1.35,1.17,1.16
20120613,-0.45,-0.86,-1.3,-1.25,-1.3,-1.39,-1.54,-1.21,-1.14,-0.75,-0.77
20120614,0.92,1.77,1.53,1.09,1.13,0.72,0.69,0.9,0.8,1.09,1.04
20120615,0.83,1.53,1.51,1.26,1.12,1.19,1.22,1.49,1.14,1.11,1.07
20120618,-0.04,-0.83,0.05,0.35,0.69,0.58,0.59,0.29,0.31,0.01,0.21
20120619,0.98,2.18,2.18,2.06,1.64,1.7,1.42,1.48,1.36,1.09,1.09
20120620,-0.02,-0.04,-0.2,-0.17,0.01,-0.16,-0.04,-0.11,-0.17,-0.27,-0.14
20120621,-1.25,-2.72,-2.86,-2.69,-2.36,-2.99,-2.99,-3.01,-2.66,-2.34,-2.26
20120622,0.7,2.34,1.71,1.38,1.15,0.87,0.63,0.69,0.9,0.68,0.79
20120625,-0.54,-1.48,-1.94,-1.86,-1.9,-2.12,-2.15,-2.08,-1.9,-1.72,-1.62
20120626,0.1,0.37,0.2,0.38,0.42,0.42,0.64,0.57,0.46,0.36,0.52
20120627,0.93,1.31,1.59,1.64,1.52,1.38,1.25,1.12,0.92,1.04,0.92
20120628,-0.51,-0.62,-0.07,0.17,0.4,0.34,0.29,0.13,-0.07,-0.31,-0.24
20120629,2.02,3.14,3.12,3.07,2.8,3.04,3,2.8,2.85,2.64,2.55
20120702,0.65,1.58,1.41,0.86,0.48,0.73,0.7,0.32,0.16,0.19,0.33
20120703,1.1,1.38,1.65,1.41,1.47,1.41,1.23,0.95,0.93,0.76,0.76
20120705,0.27,-0.25,-0.21,-0.17,0.08,0.05,0.02,-0.17,-0.34,-0.57,-0.36
20120706,-0.32,-0.97,-1.38,-1.47,-1.61,-1.38,-1.26,-1.37,-1.18,-0.93,-0.99
20120709,-0.07,-0.18,-0.52,-0.66,-0.61,-0.57,-0.4,-0.64,-0.48,-0.24,-0.23
20120710,-0.65,-1.41,-1.04,-1.4,-1.27,-1.2,-1.35,-1.16,-0.97,-0.83,-0.84
20120711,0.12,-0.34,-0.43,-0.26,-0.32,-0.22,-0.38,-0.4,-0.01,0.04,-0.08
20120712,-0.3,-0.46,-0.25,-0.5,-0.39,-0.38,-0.39,-0.39,-0.57,-0.54,-0.5
20120713,0.88,1.55,1.54,1.15,1.64,1.77,1.41,1.46,1.62,1.71,1.62
20120716,-0.47,-0.9,-0.71,-0.48,-0.79,-0.54,-0.54,-0.51,-0.43,-0.24,-0.31
20120717,0.12,0.19,0.1,0.24,0.31,0.46,0.56,0.57,0.84,0.75,0.67
20120718,0.09,0.64,0.76,0.98,1.03,0.57,1.03,0.83,1.22,0.69,0.71
20120719,-0.38,-0.67,-0.39,0.15,-0.05,0.23,0.26,0.83,0.46,0.22,0.27
20120720,-0.6,-1.66,-1.54,-1.32,-1.65,-1.1,-1.26,-1.24,-1.27,-1.08,-1.06
20120723,-1.04,-2.03,-1.97,-1.43,-1.6,-1.49,-1.23,-1.17,-1.04,-1.09,-1.02
20120724,-0.91,-1.5,-1.6,-1.55,-1.52,-1.45,-1.48,-1.48,-1.07,-0.93,-0.99
20120725,0.36,0.1,0.39,0.58,0.06,0.1,0.01,-0.31,0.38,0.09,-0.01
20120726,0.21,1.04,0.74,0.74,1.06,1.75,1.71,1.34,1.84,1.53,1.53
20120727,1.26,3.22,2.57,2.39,2.83,2.22,2.2,2.63,2.02,1.89,1.96
20120730,-0.47,-1.1,-0.48,-0.45,-0.27,-0.42,-0.65,-0.35,-0.21,-0.14,-0.13
20120731,-0.21,-0.38,-0.44,-0.32,-0.64,-0.59,-0.52,-0.7,-0.86,-0.69,-0.47
20120801,-1.29,-2.69,-2.25,-2.03,-1.38,-1.22,-0.71,-0.78,-0.41,-0.36,-0.5
20120802,-0.31,-0.1,-0.33,-0.9,-0.61,-0.7,-0.76,-0.75,-0.62,-0.83,-0.69
20120803,1.42,2.88,3.08,2.78,2.52,1.88,2.15,2.45,2.04,2.13,1.99
20120806,0.63,0.79,1.22,0.89,1.12,0.75,0.74,0.66,0.13,0.33,0.34
20120807,0.39,0.79,0.52,1.42,1.46,1.5,1.19,1.35,1.17,0.65,0.64
20120808,-0.37,-0.47,0.13,-0.14,0.12,0.2,0.28,0.1,0.14,0.05,0.09
20120809,0.48,0.62,0.27,0.33,0.77,0.32,0.61,0.09,0.04,0.07,0.12
20120810,-0.38,-0.36,-0.07,-0.18,-0.05,0.08,0.06,0.35,0.04,0.26,0.17
20120813,0.07,-0.19,-0.41,-0.54,-0.3,-0.33,-0.12,-0.27,-0.26,-0.18,-0.14
20120814,-0.63,-0.57,-0.5,-0.44,-0.41,-0.09,-0.25,-0.37,0.04,-0.08,-0.03
20120815,0.56,1.07,1.09,0.94,0.87,0.72,0.53,0.54,0.32,0.22,0.27
20120816,0.83,1.3,1.46,1.17,1.09,0.84,0.85,1.12,0.74,0.68,0.75
20120817,0.76,1.06,1.02,0.82,0.6,0.56,0.26,0.36,0.3,0.16,0.27
20120820,-0.19,-0.45,-0.48,-0.42,-0.37,-0.2,-0.39,-0.25,-0.28,0.02,-0.06
20120821,-0.15,-0.18,-0.16,-0.13,-0.03,-0.01,0.26,-0.07,-0.29,-0.29,-0.31
20120822,-0.33,-0.26,-0.43,-0.58,-0.51,-0.14,0,-0.12,0.01,-0.01,0
20120823,-0.32,-0.84,-0.87,-0.9,-0.87,-0.97,-0.79,-0.71,-0.86,-0.8,-0.78
20120824,0.52,0.48,0.29,0.22,0.35,0.27,0.46,0.27,0.7,0.65,0.61
20120827,0.09,0.13,0.07,-0.03,-0.1,-0.04,-0.27,-0.25,-0.11,-0.17,-0.06
20120828,0.41,0.52,0.39,0.56,0.55,0.43,0.08,0.14,-0.07,-0.12,0.01
20120829,0.34,0.43,0.46,0.53,0.41,0.2,0.24,0.3,0.14,0.14,0.15
20120830,-0.74,-1.37,-1.32,-1.22,-0.93,-0.85,-0.77,-0.93,-0.71,-0.72,-0.8
20120831,0.46,0.39,0.52,0.36,0.56,0.49,0.67,0.56,0.56,0.52,0.52
20120904,0.25,0.74,0.92,1.17,0.94,1.04,0.71,0.18,-0.07,-0.22,0.08
20120905,-0.03,-0.1,0.15,-0.22,-0.02,-0.07,0.03,-0.07,-0.14,-0.13,-0.05
20120906,0.75,2.04,2.26,2.12,2.42,2.07,1.99,2.33,2.21,2.08,2.07
20120907,0.47,0.33,1.1,0.54,0.62,0.83,0.67,0.92,0.53,0.6,0.45
20120910,0,-0.52,-0.01,-0.35,-0.48,-0.41,-0.27,-0.58,-0.49,-0.56,-0.57
20120911,0.5,0.49,0.49,0.41,0.46,0.26,0.43,0.46,0.18,0.37,0.28
20120912,0.63,0.5,0.49,0.48,0.4,0.48,0.48,0.52,0.15,0.26,0.27
20120913,0.98,1.66,1.63,1.43,1.13,1.03,1,1.36,1.25,1.63,1.56
20120914,0.63,1.03,1.16,1.08,1.35,1.35,1.16,1.13,0.61,0.46,0.54
20120917,0.08,-0.47,-0.56,-0.8,-1.18,-1.04,-0.9,-1.09,-0.61,-0.4,-0.42
20120918,0.35,0.03,-0.07,-0.23,-0.49,-0.36,-0.47,-0.41,-0.4,-0.2,-0.15
20120919,0.13,-0.12,-0.03,0.11,0.09,0.3,0.08,0.56,0.22,0.2,0.18
20120920,-0.06,-0.57,-0.5,-0.56,-0.6,-0.76,-0.4,-0.71,-0.07,-0.19,-0.13
20120921,1.08,0.75,0.58,0.4,0.1,0.13,-0.15,0,0.22,0,0.04
20120924,-0.38,-0.16,-0.25,-0.34,-0.66,-0.58,-0.7,-0.4,-0.48,-0.13,-0.26
20120925,-0.82,-1.62,-1.68,-1.51,-1.72,-1.61,-1.79,-1.5,-1.26,-0.99,-1.11
20120926,-0.34,-0.52,-0.65,-0.66,-0.6,-0.44,-0.85,-0.64,-0.61,-0.55,-0.57
20120927,0.7,1.14,1.25,1.32,1.29,1.19,1.06,1.07,0.99,0.92,0.99
20120928,-0.13,-1,-0.67,-0.89,-0.62,-0.45,-0.26,-0.38,-0.12,-0.4,-0.46
20121001,0.19,0.5,0.78,0.31,0.13,-0.08,-0.26,0.07,0.21,0.37,0.26
20121002,-0.05,-0.03,0.07,0.04,-0.09,0.28,0.11,0.42,0.06,0.13,0.1
20121003,0.34,-0.34,-0.54,-0.41,-0.11,0.06,0.16,0.37,0.18,0.23,0.36
20121004,0.61,0.72,0.61,0.75,1.06,0.97,1.04,0.9,0.74,0.9,0.76
20121005,-0.27,-0.38,-0.18,-0.14,-0.11,-0.15,0.16,0.23,-0.05,-0.02,-0.03
20121008,-0.39,-0.64,-0.52,-0.6,-0.34,-0.29,-0.26,-0.28,-0.29,-0.21,-0.36
20121009,-1.05,-1.47,-1.49,-1.3,-1.06,-1.1,-0.93,-1.14,-0.94,-0.99,-1.05
20121010,-0.26,-0.32,0.12,-0.32,-0.4,-0.59,-0.66,-0.7,-0.77,-0.61,-0.58
20121011,0.43,0.43,0.45,0.52,0.75,0.55,0.51,0.52,0.46,0.1,0.11
20121012,-0.35,-0.97,-0.75,-0.88,-0.95,-0.71,-0.63,-0.43,-0.4,-0.31,-0.34
20121015,0.38,0.61,0.52,0.68,0.76,0.59,0.83,0.66,0.75,0.82,0.79
20121016,0.54,0.72,0.73,0.73,0.92,0.88,1.3,1.18,1.13,1.14,1
20121017,0.28,0.77,1.09,0.69,1.17,0.79,0.79,0.54,0.31,0.65,0.49
20121018,-0.68,-1.51,-0.81,-0.56,-0.26,-0.39,-0.06,-0.01,0.1,-0.13,-0.31
20121019,-1.29,-2.29,-2.1,-2.11,-1.83,-1.73,-1.52,-1.54,-1.69,-1.54,-1.68
20121022,-0.09,-0.23,-0.08,-0.11,-0.08,-0.1,-0.32,0.05,-0.21,-0.02,0.01
20121023,-0.58,-0.37,-0.56,-0.44,-0.35,-0.67,-0.86,-0.98,-1.1,-1.35,-1.29
20121024,0.13,-0.33,-0.63,-0.4,-0.55,-0.65,-0.59,-0.41,-0.51,-0.28,-0.28
20121025,-0.04,0.43,0.43,0.52,0.57,0.42,0.3,0.28,0.44,0.33,0.27
20121026,-0.02,-0.16,-0.52,-0.37,-0.25,-0.21,-0.19,-0.05,-0.01,-0.09,-0.07
20121031,0.62,0.46,0.69,0.34,1.03,0.33,0.59,0.28,0.06,0.17,0.14
20121101,0.41,1.14,1.29,1.31,1.95,2.26,2,2.06,1.43,1,1.19
20121102,-0.76,-1.18,-1.29,-1.8,-1.68,-1.34,-1.74,-1.17,-0.96,-0.81,-1.04
20121105,0.45,0.78,0.64,0.45,0.66,0.82,0.58,0.69,0.51,0.08,0.28
20121106,0.29,0.83,0.95,0.81,0.92,1.25,0.95,0.95,0.94,0.89,0.8
20121107,-2.06,-3.28,-2.76,-2.8,-2.35,-2.41,-2.14,-2.23,-2.02,-2.22,-2.31
20121108,-1.09,-1.64,-1.54,-1.43,-1.47,-1.23,-1.37,-1.23,-1.43,-1.06,-1.24
20121109,-0.14,-0.03,-0.03,0.34,0.15,0.01,0.15,0.03,0.06,0.03,0.15
20121112,-0.42,-0.09,-0.49,-0.03,-0.19,0.21,0.08,-0.27,0,0.14,0
20121113,-0.81,-0.58,-0.61,-0.68,-0.7,-0.57,-0.24,-0.22,-0.26,-0.35,-0.4
20121114,-1.36,-1.93,-1.9,-1.87,-1.63,-1.48,-1.8,-1.52,-1.23,-1.38,-1.4
20121115,-1.13,-0.53,-0.71,-0.47,-0.02,-0.2,-0.23,-0.21,-0.02,-0.07,-0.24
20121116,0.06,0.38,0.46,0.87,0.78,0.81,0.86,0.69,0.57,0.6,0.58
20121119,1.54,2.38,2.63,2.14,2.12,2.08,1.85,1.84,1.71,1.87,1.98
20121120,0.17,-0.02,0.04,0.1,0.06,0.11,0.2,0.1,0.11,0.08,0.11
20121121,0.73,1.02,0.8,0.52,0.53,0.67,0.59,0.4,0.18,0.24,0.31
20121123,0.8,1.2,1.26,1.12,1.25,1.34,1.18,1.18,1.19,1.27,1.28
20121126,0.46,0.71,0.48,0.1,0.25,-0.19,-0.17,-0.27,-0.37,-0.11,-0.14
20121127,0.12,0.02,-0.07,-0.14,-0.17,-0.4,-0.07,-0.36,-0.33,-0.37,-0.43
20121128,0.48,0.74,0.73,0.94,0.96,0.49,0.85,0.9,0.86,0.87,0.83
20121129,1.09,1.69,1.45,1.21,1.07,0.89,0.75,0.42,0.42,0.55,0.54
20121130,0.19,0.07,-0.05,-0.17,-0.2,0.06,0.27,0.12,0.07,0,0.02
20121203,-0.03,-0.18,-0.28,-0.25,-0.23,-0.43,-0.37,-0.56,-0.48,-0.57,-0.46
20121204,-0.34,0.06,0.39,0.12,0.21,0,0.04,-0.1,-0.06,-0.1,-0.16
20121205,-0.33,-0.44,-0.26,-0.04,0.04,0.57,0.11,0.33,0.56,0.45,0.17
20121206,-0.11,0.12,0.3,0.05,0.18,0.36,0.26,0.46,0.33,0.17,0.31
20121207,0.17,-0.1,-0.19,0.27,0.02,0.13,0.24,0.44,0.37,0.41,0.27
20121210,0.19,0.8,0.46,0.52,0.44,0.72,0.32,0.35,0.13,0.14,0.11
20121211,0.95,1.48,1.1,1.22,0.88,0.71,0.61,0.47,0.69,0.56,0.68
20121212,-0.12,-0.63,-0.47,-0.47,-0.39,-0.14,-0.05,0.16,-0.05,0.05,-0.02
20121213,-0.05,-0.47,-0.73,-0.6,-0.55,-0.68,-0.54,-0.46,-0.6,-0.54,-0.57
20121214,0.2,0.44,-0.07,-0.22,-0.17,-0.31,-0.44,-0.15,-0.12,-0.3,-0.34
20121217,0.59,1.65,1.34,1.35,1.1,1.25,1.17,1.1,1.08,1.16,1.16
20121218,0.84,1.52,1.68,1.85,1.63,1.6,1.36,1.39,1.28,1.24,1.2
20121219,0.01,0.09,0.08,0.07,-0.16,0.01,-0.2,-0.32,-0.4,-0.71,-0.6
20121220,0.49,0.72,0.6,0.36,0.37,0.44,0.39,0.82,0.42,0.53,0.53
20121221,-0.46,-0.62,-0.77,-0.38,-0.61,-0.94,-0.96,-0.84,-0.73,-0.89,-0.88
20121224,-0.38,-0.34,-0.32,-0.55,-0.4,-0.32,-0.2,-0.22,-0.33,-0.17,-0.24
20121226,-0.41,-0.64,-0.5,-0.77,-0.51,-0.74,-0.83,-0.71,-0.73,-0.51,-0.54
20121227,-0.42,-0.26,-0.16,-0.18,-0.16,-0.17,-0.03,0.02,-0.08,-0.13,-0.11
20121228,-0.33,-0.55,-0.48,-0.74,-0.53,-0.74,-0.78,-0.93,-0.98,-1.05,-1
20121231,1.56,2.36,2.37,1.96,1.91,1.98,1.8,1.84,1.74,1.67,1.71
20130102,2.74,3.16,3.11,2.83,2.56,2.49,2.41,2.59,2.25,2.65,2.62
20130103,0.27,-0.36,0,-0.01,0.15,0.08,0.33,0.09,-0.02,-0.08,-0.14
20130104,0.91,0.72,0.84,0.87,0.95,0.77,0.85,0.67,0.86,0.74,0.55
20130107,0.24,-0.95,-0.33,-0.43,-0.3,-0.33,-0.24,-0.31,-0.43,-0.34,-0.31
20130108,0.19,-0.03,-0.08,-0.16,-0.63,-0.56,-0.25,-0.16,-0.45,-0.31,-0.27
20130109,0.6,0.52,0.45,0.58,0.35,0.31,0.58,0.55,0.4,0.48,0.34
20130110,0.26,0.03,0.29,0.26,0.23,0.21,0.28,0.4,0.63,0.82,0.66
20130111,0.36,-0.02,-0.2,0.13,0.01,0.09,-0.01,-0.04,0.06,-0.06,0.02
20130114,0.08,-0.16,-0.08,0.04,0,-0.02,0.16,0,0.19,0.09,-0.06
20130115,0.12,0.15,0.3,0.41,0.84,0.74,0.58,0.5,0.44,0.17,0.19
20130116,-0.22,-0.65,-0.03,-0.2,-0.2,-0.24,-0.31,-0.09,-0.2,-0.2,-0.04
20130117,0.67,0.91,0.83,0.95,0.92,0.8,0.84,0.97,0.87,0.67,0.61
20130118,0.24,0.1,0.25,0.23,0.47,0.17,0.28,0.26,0.38,0.3,0.29
20130122,0.78,0.67,0.98,0.59,0.74,0.6,0.67,0.66,0.68,0.57,0.48
20130123,-0.06,-0.1,-0.37,-0.28,-0.17,-0.32,0.17,-0.09,-0.27,0.02,0.1
20130124,0.21,0.33,0.51,0.72,0.52,0.37,0.42,0.57,0.37,0.41,0.09
20130125,0.06,0.06,0.34,0.57,0.96,0.95,1.01,0.98,0.77,0.53,0.59
20130128,0.46,0.6,0.18,0.05,-0.14,0,-0.28,-0.26,-0.13,-0.27,-0.14
20130129,0.62,0.2,-0.04,-0.14,-0.26,-0.1,0.1,0.3,0.31,0.32,0.36
20130130,-0.41,-1.45,-1.39,-1.18,-1.07,-0.44,-0.35,-0.49,-0.19,-0.3,-0.38
20130131,0.41,1.03,0.72,0.79,0.49,0.68,0.65,0.1,0.04,-0.3,-0.08
20130201,1,1.07,1.1,1.19,1.06,0.6,0.91,0.79,1,1.04,0.99
20130204,-0.82,-1.8,-1.39,-1.29,-1.23,-1.07,-1,-1.12,-1.12,-1.18,-1.19
20130205,0.82,1.03,1.28,1.08,0.91,1.05,1.05,1.1,0.85,1.03,1.07
20130206,0.26,0.37,0.44,0.59,0.68,0.35,0.61,0.3,0.25,0.11,0.15
20130207,-0.12,-0.55,-0.31,-0.19,-0.07,0.12,-0.21,-0.34,-0.1,-0.12,-0.15
20130208,0.24,0.47,0.69,0.73,0.7,0.71,0.68,0.65,0.61,0.61,0.58
20130211,0.17,0.27,-0.06,-0.16,-0.12,-0.14,-0.23,-0.11,-0.09,-0.14,-0.08
20130212,0.47,0.64,0.56,0.33,0.58,0.38,0.27,0.3,0.07,0.19,0.16
20130213,0.02,0.47,0.41,0.32,-0.09,0.49,0.38,-0.07,0.23,0.05,0.14
20130214,0.23,0.3,0.51,0.43,0.38,0.45,0.26,0.31,0.23,-0.1,0.11
20130215,0.05,0.09,-0.34,-0.17,-0.23,-0.26,0,-0.06,-0.01,-0.18,-0.11
20130219,0.69,0.99,1.18,0.85,0.96,0.91,0.89,0.58,0.57,0.67,0.74
20130220,-1.15,-2.04,-2.05,-2.03,-2.03,-1.87,-1.78,-1.86,-1.47,-1.31,-1.36
20130221,-0.35,-1.11,-0.79,-1.01,-1.06,-0.88,-1.19,-0.79,-0.87,-0.67,-0.66
20130222,0.52,1.24,1.04,1.23,1.14,0.8,1.04,1.17,1.03,1,0.94
20130225,-1.5,-2.49,-2.28,-2.09,-2.14,-2.12,-1.98,-2.03,-1.86,-1.77,-1.82
20130226,0.49,0.53,0.55,0.26,0.28,0.47,0.52,0.61,0.44,0.6,0.58
20130227,0.44,0.83,1.05,0.98,1.3,1.49,1.3,1.54,1.66,1.34,1.29
20130228,0.02,-0.12,-0.08,0.02,0.01,0.12,0.13,-0.14,0.17,-0.14,-0.05
20130301,0.37,0.73,0.45,0.23,-0.11,-0.05,-0.21,0.1,0.19,0.34,0.22
20130304,0.26,0.3,-0.01,-0.14,0.01,0.44,0.29,0.38,0.41,0.5,0.47
20130305,0.53,1.21,1.3,1.08,1.23,1.21,1.24,1.17,0.98,0.93,1
20130306,0.22,0.46,0.56,0.42,0.37,0.23,0.36,0.29,0.04,0.3,0.18
20130307,0.55,0.99,0.69,0.58,0.44,0.61,0.52,0.3,0.22,0.2,0.27
20130308,0.8,0.99,0.82,1.02,0.99,1.05,0.8,0.92,0.68,0.5,0.52
20130311,0.64,-0.11,-0.11,0.18,-0.01,0.29,0.33,0.15,0.22,0.37,0.3
20130312,-0.05,-0.25,-0.31,-0.19,-0.11,-0.09,0.01,-0.14,-0.14,-0.16,-0.22
20130313,0.06,0.3,0.29,0.35,0.5,0.33,0.37,0.45,0.41,0.17,0.2
20130314,0.4,1.22,1.16,1.14,0.85,0.74,0.62,0.69,0.56,0.48,0.58
