,smbm1,smbm2,smbm3,bigbm1,bigbm2,bigbm3,Mkt-RF,SMB,HML,RF
19971114,-2.7,-1.33,-0.89,0.75,-1.26,-0.85,-0.41,-1.18,0.11,0.098
19971121,1.01,1.26,1.41,3.37,4,3.16,3.15,-2.28,0.1,0.098
19971128,-2.06,-1.01,-0.62,-0.52,-1.1,0.16,-0.82,-0.74,1.06,0.098
19971205,0.58,1.31,1.69,2.81,3.76,2.41,2.76,-1.8,0.36,0.119
19971212,-5.4,-3.19,-1.84,-3.59,-2.84,-1.16,-3.35,-0.95,3,0.119
19971219,-1.22,-1.05,-0.78,-0.58,-0.41,0.2,-0.67,-0.75,0.61,0.119
19971226,-0.35,0.34,0.77,-1.08,-0.96,0.27,-0.93,0.84,1.23,0.119
19980102,4.5,3.32,2.66,4.39,3.47,2.58,3.81,0.01,-1.83,0.107
19980109,-4.8,-4.77,-4.08,-4.1,-6.19,-4.29,-4.93,0.31,0.26,0.107
19980116,2.8,2.8,2.31,3.68,3.34,3.38,3.37,-0.83,-0.39,0.107
19980123,0.31,-0.35,-0.37,0.29,-1.56,0.03,-0.43,0.28,-0.47,0.107
19980130,1.14,1.24,1.16,2.3,2.6,1.12,2.11,-0.82,-0.58,0.107
19980206,4.1,2.96,2.65,3.12,4.13,2.72,3.32,-0.08,-0.93,0.098
19980213,2.2,1.95,2.08,0.82,1.18,1.39,0.99,0.95,0.23,0.098
19980220,0.09,0.41,0.49,1.42,1.25,1.01,1.09,-0.9,-0.01,0.098
19980227,1.82,1.7,1.81,1.5,1.4,1.51,1.46,0.31,0,0.098
19980306,0,0.99,0.81,0.25,0.97,1.92,0.55,-0.45,1.24,0.099
19980313,1.46,0.95,1.23,1.4,1.33,1.74,1.29,-0.28,0.05,0.099
19980320,1.17,1.06,1.54,2.07,3.63,3.65,2.44,-1.86,0.98,0.099
19980327,0.69,1.13,0.4,0.16,-0.93,-0.59,-0.2,1.19,-0.52,0.099
19980403,2.21,1.41,1.77,2.82,1.66,1.81,2.19,-0.3,-0.73,0.107
19980409,-1.24,-0.77,-0.19,-1.64,-0.07,0.81,-1.07,-0.43,1.75,0.107
19980417,1.82,1.49,1.59,0.82,2.22,1.8,1.24,0.02,0.37,0.107
19980424,-1.4,-0.66,-0.26,-0.75,-1.92,-2.9,-1.42,1.08,-0.51,0.107
19980501,0.75,0.82,0.13,0.9,1.43,1.06,0.94,-0.56,-0.23,0.101
19980508,-0.62,-0.97,-0.46,-0.44,-1.79,-0.78,-1.04,0.32,-0.09,0.101
19980515,-2.09,-1.28,-0.4,-0.3,0.23,0.12,-0.41,-1.27,1.05,0.101
19980522,-2.58,-1.76,-0.94,-0.02,-0.39,0.33,-0.5,-1.73,1,0.101
19980529,-2.34,-1.48,-1.09,-1.76,-1.8,-0.43,-1.75,-0.31,1.28,0.101
19980605,-1.49,-0.45,0,2.13,1.68,1.77,1.5,-2.51,0.56,0.102
19980612,-2.87,-2.95,-1.91,-0.97,-1.9,-1.79,-1.57,-1.02,0.07,0.102
19980619,-0.03,-0.56,-0.7,0.62,-0.47,0.2,0.09,-0.55,-0.54,0.102
19980626,3.06,2.43,1.73,3.41,2.27,1.86,2.82,-0.11,-1.44,0.102
19980702,1.39,1.03,1.29,0.97,2.21,1.21,1.25,-0.23,0.07,0.1
19980710,-0.03,-0.23,0.05,2.11,1.04,-0.04,1.37,-1.11,-1.04,0.1
19980717,1.83,0.75,0.18,2.35,1.1,0.46,1.7,-0.38,-1.77,0.1
19980724,-4.63,-4.52,-4.63,-3.82,-4.47,-3.74,-4.17,-0.58,0.04,0.1
19980731,-4.81,-3.71,-3.62,-2.08,-1.56,-1.81,-2.2,-2.23,0.73,0.1
19980807,-1.94,-1.37,-0.84,-1.97,-3.74,-1.85,-2.53,1.14,0.61,0.107
19980814,-3.39,-2.95,-2.5,-2.06,-3.25,-1.48,-2.55,-0.68,0.74,0.107
19980821,-3.19,-1.55,-2.48,2.05,-0.08,0,0.79,-3.06,-0.67,0.107
19980828,-11.23,-8.41,-9.01,-4.62,-7.85,-4.59,-6.03,-3.86,1.12,0.107
19980904,-3.65,-3.87,-4.05,-5.39,-5.18,-4.1,-5.21,1.03,0.45,0.114
19980911,2.11,0.99,0.92,3.69,3.2,1.96,3.13,-1.61,-1.45,0.114
19980918,2.72,2.02,1.81,1.16,2.26,3.67,1.62,-0.18,0.8,0.114
19980925,1.5,0.71,0.41,2.86,1.08,2.14,2.1,-1.15,-0.9,0.114
19981002,-6.42,-3.29,-3.53,-4.36,-3.63,-2.64,-4.25,-0.87,2.3,0.081
19981009,-10.43,-8.69,-8.62,-2.22,-3.06,-1.94,-3.35,-6.84,1.05,0.081
19981016,8.78,6.26,4.86,7.61,8.13,5.65,7.61,-0.5,-2.94,0.081
19981023,8.65,6.89,7.05,1.99,0.76,-0.57,1.96,6.81,-2.08,0.081
19981030,3.86,3.12,3.31,2.77,3.3,2.59,2.95,0.54,-0.37,0.081
19981106,7.17,5.39,5.82,4.28,4.3,3.38,4.21,2.14,-1.12,0.077
19981113,-1.98,-1.97,-1.84,-1.1,-1.89,-0.48,-1.42,-0.77,0.38,0.077
19981120,1.4,1.17,0.38,3.68,3.05,1.69,3.06,-1.82,-1.51,0.077
19981127,3.63,1.79,2.34,2.5,2.89,1.23,2.52,0.38,-1.28,0.077
19981204,-1.75,-1.08,-0.97,-0.92,-2.12,-0.98,-1.34,0.07,0.37,0.094
19981211,-0.92,-1.2,-1.46,-0.26,-2.5,-2.44,-1.08,0.53,-1.36,0.094
19981218,0.38,-0.05,-0.18,1.81,1.75,0.83,1.62,-1.41,-0.77,0.094
19981224,2.54,1.64,1.23,4.08,1.72,2.16,3.21,-0.85,-1.62,0.094
19981231,4.92,3.62,3.4,0.93,0.97,2.12,1.21,2.64,-0.17,0.094
19990108,3.03,1.92,3.22,3,5.03,1.89,3.42,-0.58,-0.46,0.088
19990115,0.02,-0.59,-0.83,-2.06,-3.37,-2.34,-2.31,2.13,-0.56,0.088
19990122,-0.52,-0.58,-1.03,-1.31,-1.8,-2.11,-1.46,1.03,-0.66,0.088
19990129,1.34,1.04,-0.16,5.46,1.6,1.15,3.95,-2,-2.9,0.088
19990205,-2.68,-2.93,-3,-3.84,-1.39,-1.44,-3.19,-0.65,1.03,0.089
19990212,-4.2,-3.06,-2.9,-0.8,-1.07,-1.74,-1.22,-2.18,0.18,0.089
19990219,-2.1,-1.24,-1.92,0.14,1.61,1.86,0.33,-2.96,0.95,0.089
19990226,-0.01,0.11,-1.06,0.03,-0.12,0.3,-0.01,-0.39,-0.4,0.089
19990305,0.49,1,0.11,2.74,3.55,2.27,2.68,-2.32,-0.43,0.106
19990312,0.01,0.33,-0.25,1.42,1.55,1.53,1.35,-1.47,-0.07,0.106
19990319,-1.16,-0.6,-1.19,0.14,0.53,0.06,0.16,-1.23,-0.06,0.106
19990326,-0.38,-0.35,-0.81,-0.99,-1.61,-1.79,-1.23,0.95,-0.62,0.106
19990401,0.98,1.12,-0.13,1.39,0.03,-0.23,0.99,0.26,-1.37,0.093
19990409,2.43,2.63,1.12,4.09,3.84,0.61,3.76,-0.79,-2.39,0.093
19990416,3.87,3.7,4.2,-3.53,1.73,3,-1.53,3.52,3.43,0.093
19990423,2.12,2.4,1.7,3.31,1.91,2.57,2.84,-0.52,-0.58,0.093
19990430,0.77,1.28,1.2,-2.05,0.1,0.02,-1.27,1.73,1.25,0.093
19990507,-0.12,0.43,1.03,0.27,1.34,2.9,0.35,-1.06,1.89,0.085
19990514,2.06,1.48,1.83,-0.21,-0.29,-0.99,-0.13,2.29,-0.51,0.085
19990521,2.31,1.56,2,-0.5,-0.32,0.89,-0.37,1.94,0.54,0.085
19990528,-2.64,-2.25,-1.21,-2.14,-1.76,-2.2,-2.28,0,0.68,0.085
19990604,0.87,0.72,0.62,2.32,0.8,0.54,1.44,-0.48,-1.01,0.099
19990611,-0.5,-0.19,0.03,-3.08,-1.48,-1.37,-2.38,1.76,1.12,0.099
19990618,1.11,1.1,1.28,3.81,3.32,1.81,3.25,-1.81,-0.91,0.099
19990625,0.1,0.44,0.54,-1.56,-2.41,-2.07,-1.82,2.37,-0.03,0.099
19990702,6.18,3.85,3.52,6.65,3.45,2.8,5.73,0.22,-3.25,0.095
19990709,1.03,0.61,0.65,0.99,0.23,-0.56,0.68,0.55,-0.96,0.095
19990716,2.18,2.14,1,1.51,-0.17,0.57,1.13,1.14,-1.06,0.095
19990723,-4.45,-3.08,-2.22,-4.74,-2.6,-2.66,-4.36,0.08,2.16,0.095
19990730,-1.55,-0.73,-0.58,-2,-2.67,-1.8,-2.21,1.2,0.58,0.095
19990806,-5,-3.27,-2.27,-2.62,-2.04,-1.28,-2.87,-1.53,2.03,0.097
19990813,1.33,0.82,0.51,2.22,1.66,2.01,2.1,-1.07,-0.51,0.097
19990820,0.56,0.82,0.1,0.84,0.32,0.18,0.56,0.05,-0.56,0.097
19990827,1.28,-0.16,-0.48,1.63,-0.91,-1.79,0.94,0.57,-2.59,0.097
19990903,1.5,0.17,0.29,1.2,-0.5,-0.55,0.74,0.6,-1.48,0.097
19990910,1.7,1.14,1.06,-0.19,-1.23,0.6,-0.17,1.57,0.07,0.097
19990917,-1.64,-1.37,-1.16,-1.11,-2.1,-1.4,-1.44,0.15,0.09,0.097
19990924,-4.11,-3.1,-4.13,-3.99,-4.35,-5.36,-4.15,0.79,-0.7,0.097
19991001,1.84,1.5,-0.03,0.49,-0.32,-1.53,0.13,1.56,-1.94,0.097
19991008,1.31,0.1,-0.56,4.85,2.31,1.39,4.06,-2.57,-2.66,0.097
19991015,-3.27,-2.37,-2.61,-6.62,-5.63,-2.28,-6.1,2.09,2.5,0.097
19991022,1.75,-0.01,0.27,4.05,5.08,1.08,3.9,-2.73,-2.23,0.097
19991029,2.86,2.23,0.74,4.62,6.4,3.94,4.69,-3.04,-1.4,0.097
19991105,4.71,2.58,1.7,1.16,0.61,2.33,1.42,1.63,-0.92,0.09
19991112,3.99,1.9,1.48,2.1,0.31,0.41,1.81,1.51,-2.1,0.09
19991119,4.11,2.5,2.46,2.43,0.28,0.94,2.26,1.81,-1.57,0.09
19991126,0.7,-0.18,-0.58,0.49,-2.73,-2.53,-0.2,1.57,-2.15,0.09
19991203,2.6,1.16,0.41,1.68,0.22,1.78,1.31,0.16,-1.05,0.109
19991210,3.66,1.01,-0.58,-0.03,-2.77,-2.56,-0.14,3.15,-3.38,0.109
19991217,0.45,-0.57,0.32,0.69,-1.15,0.46,0.12,0.06,-0.18,0.109
19991223,3.69,2.18,1.66,2.96,2.08,1.35,2.99,0.38,-1.82,0.109
19991231,6.12,4.42,4.23,0.64,1.48,1.94,1.23,3.57,-0.29,0.109
20000107,-3.28,-2.43,-1.3,-2.01,-1.97,-2.28,-2.49,-0.25,0.85,0.103
20000114,5.22,2.95,3.08,2.31,1.52,1.49,2.07,1.98,-1.48,0.103
20000121,7.96,4.47,3.31,-0.77,-2.8,-1.8,0.02,7.04,-2.84,0.103
20000128,-6.01,-4.28,-3.48,-6.23,-2.82,-5.22,-5.71,0.16,1.77,0.103
20000204,5.37,3.96,3.34,5.34,2.03,1.57,4.46,1.24,-2.9,0.108
20000211,5.4,2.64,1.91,-2.05,-2.66,-4.24,-1.45,6.3,-2.83,0.108
20000218,4.98,1.12,2.21,-2.5,-3.17,-2.14,-1.89,5.37,-1.2,0.108
20000225,2.51,1.62,0.4,0.35,-2.72,-1.06,0.29,2.66,-1.76,0.108
20000303,10.58,7.14,7.66,6.09,5.07,6.3,6.46,2.64,-1.35,0.117
20000310,0.66,0.26,1.17,-0.55,-2.42,-1.12,-0.33,2.06,-0.03,0.117
20000317,-8.97,-3.63,-2.99,3.76,6.99,3.92,1.76,-10.08,3.07,0.117
20000324,-0.93,-0.36,1.12,4.34,3.73,4.12,3.12,-4.12,0.92,0.117
20000331,-8.95,-3.96,-3.77,-2.57,0.46,1.82,-3.29,-5.46,4.79,0.117
20000407,-2.06,-0.45,-0.19,1.06,-0.57,0.52,0,-1.24,0.66,0.115
20000414,-23.83,-14.47,-12.88,-12.71,-4.98,-7.38,-13.74,-8.7,8.14,0.115
20000420,8.8,6.18,5.8,6.57,3.67,2.84,6.13,2.56,-3.37,0.115
20000428,4.78,4.15,4.6,1.83,1.69,4.31,2.29,1.9,1.15,0.115
20000505,1.89,0.83,-0.01,-1.78,-1.25,1.12,-1.35,1.54,0.5,0.126
20000512,-5.55,-3.29,-2.01,-1.43,0.85,2.31,-2.05,-4.19,3.64,0.126
20000519,-2.53,-2.33,-1.45,-1.29,-0.08,-0.04,-1.5,-1.63,1.17,0.126
20000526,-7.76,-4.11,-4.47,-2.31,-1.37,-2.66,-3.05,-3.33,1.47,0.126
20000602,15.46,8.7,7.34,8.38,7.06,5.57,9.26,3.5,-5.47,0.099
20000609,4.55,2.74,2.03,-1.11,-2.58,-1.07,-0.65,4.7,-1.24,0.099
20000616,-1.78,-1.54,-0.32,0.61,-2.68,-0.75,-0.17,-0.27,0.05,0.099
20000623,0.56,-0.57,0.19,-1.01,-2.15,-2.17,-1.15,1.84,-0.76,0.099
20000630,3.58,3.42,2.6,1.55,-1.81,-1.85,1.2,3.9,-2.19,0.099
20000707,1.08,1.75,1.62,1.29,4.06,4.1,1.59,-1.67,1.67,0.12
20000714,3.27,1.93,2.39,2.78,2.48,1.79,2.77,0.18,-0.94,0.12
20000721,-3.33,-1.44,-0.73,-2.47,-1.3,-2.2,-2.41,0.15,1.44,0.12
20000728,-9.25,-2.89,-2.48,-5.59,-2.15,0.68,-5.4,-2.52,6.52,0.12
20000804,1.08,2.58,2.16,3.01,5.83,5.52,3.23,-2.84,1.79,0.126
20000811,0.33,1.56,1.98,0.54,1.88,1.71,0.46,-0.08,1.41,0.126
20000818,1.41,0.59,0.95,1.81,0.24,-0.41,1.42,0.44,-1.34,0.126
20000825,3.51,0.73,0.78,1.87,-0.84,-1.05,1.24,1.68,-2.82,0.126
20000901,4.7,1.94,1.99,1.74,1.82,1.86,1.91,1.07,-1.3,0.127
20000908,-1.77,0.22,0.7,-2.79,2.25,1.97,-2.25,-0.76,3.62,0.127
20000915,-1.77,0.44,0.16,-2.13,0.1,0.7,-1.88,0.05,2.38,0.127
20000922,-4.13,-2.37,-2.21,-0.19,-3.9,-3.21,-1.11,-0.47,-0.55,0.127
20000929,-1,0.8,0.83,-1.27,3.11,1.7,-0.71,-0.97,2.4,0.127
20001006,-8.07,-3,-2.1,-3.26,-2.6,-2.52,-3.73,-1.59,3.35,0.14
20001013,-4.37,-1.45,-2.42,-2.56,-2.81,-1.82,-2.67,-0.35,1.35,0.14
20001020,3.36,0.5,-0.59,2.26,0.92,1.35,1.94,-0.42,-2.43,0.14
20001027,-2.36,-0.03,0.5,-1.73,-0.3,1.79,-1.73,-0.55,3.19,0.14
20001103,6.6,3.31,4.9,3.99,4.42,3.15,4.07,1.09,-1.27,0.127
20001110,-7.1,-2.67,-1.48,-5.81,-1.44,-0.23,-5.48,-1.26,5.6,0.127
20001117,-1.11,1.27,1.18,0.09,-0.65,1.85,-0.39,0.02,2.02,0.127
20001124,-4.52,-0.61,-1.54,-2.43,-1.71,-1.04,-2.63,-0.5,2.18,0.127
20001201,-5.75,-1.44,-1.27,-3.15,1.39,0.65,-2.72,-2.45,4.14,0.126
20001208,3.84,2.84,2.84,5.61,2.91,3.57,5.3,-0.86,-1.52,0.126
20001215,-5.44,-2.33,-1.85,-5.19,-2.08,-2.79,-4.76,0.15,2.99,0.126
20001222,-3.07,2.06,1.83,-1.63,4.28,3.88,-1.14,-1.9,5.2,0.126
20001229,5.09,4.63,4.16,0.89,3,4.16,1.53,1.95,1.17,0.126
20010105,-2.8,-1.35,-0.52,-2.41,-1.97,-5.41,-2.67,1.71,-0.37,0.134
20010112,7.52,2.85,3,2.69,0.06,-0.42,2.59,3.68,-3.82,0.134
20010119,2.68,0.58,0.07,2.08,-0.7,-0.96,1.63,0.97,-2.82,0.134
20010126,2.44,1.4,2.41,0.58,3.71,4.96,0.97,-1,2.18,0.134
20010202,-0.34,1.6,2.19,-0.89,1.01,1.62,-0.71,0.57,2.52,0.094
20010209,-2.13,0.57,1.29,-3.33,-0.05,1.18,-2.73,0.64,3.97,0.094
20010216,-1.19,1.41,0.91,-0.88,0.2,0.27,-0.86,0.51,1.62,0.094
20010223,-5.48,-2.88,-2.88,-4.59,-3.02,-2.64,-4.57,-0.33,2.28,0.094
20010302,-1.89,1.25,0.6,-2.02,2.38,2.3,-1.28,-0.9,3.4,0.104
20010309,-1.62,0.65,0.96,-0.99,2.17,0.77,-0.51,-0.65,2.17,0.104
20010316,-8.09,-4.83,-4.58,-7.16,-5.39,-4.93,-6.91,-0.01,2.87,0.104
20010323,0.26,-0.56,-1.21,-0.42,-1.72,-1.94,-0.87,0.86,-1.49,0.104
20010330,2.25,3.11,3.04,1.2,3.14,4.85,1.51,-0.26,2.22,0.104
20010406,-5.23,-2.69,-3.18,-3.02,-2.27,-2.31,-3.24,-1.17,1.38,0.098
20010412,6.17,2.42,2.49,5.66,3.22,1.88,5.26,0.11,-3.73,0.098
20010420,4.26,1.29,1.31,6.13,2.15,2.04,5.2,-1.15,-3.52,0.098
20010427,4.11,3.92,4.16,0.31,2.08,3.23,0.68,2.19,1.48,0.098
20010504,3.05,1.58,1.78,1.82,-0.34,0.53,1.58,1.46,-1.28,0.081
20010511,-0.61,0.12,1.37,-2,-0.53,0.72,-1.75,0.9,2.35,0.081
20010518,3.9,3.77,3.06,3.86,3.62,3,3.72,0.08,-0.85,0.081
20010525,1.99,0.28,0.64,-0.69,-1.11,-0.07,-0.67,1.59,-0.37,0.081
20010601,-2.29,-0.2,0.52,-1.85,0.07,-0.06,-1.55,-0.04,2.29,0.07
20010608,3.43,0.88,0.63,0.87,-0.3,0.07,0.51,1.44,-1.79,0.07
20010615,-3.9,-1.64,-1.79,-4.86,-2.45,-1.33,-4.37,0.44,2.83,0.07
20010622,-2.01,-0.87,-0.13,0.86,1.4,0.03,0.6,-1.77,0.53,0.07
20010629,8.41,5.62,3.54,0.36,0.44,0.35,0.86,5.47,-2.44,0.07
20010706,-7.76,-5.06,-3.06,-3.33,-1.81,-2.7,-3.18,-2.68,2.66,0.075
20010713,1.2,1.6,2.11,2.21,0.97,5.15,1.86,-1.14,1.92,0.075
20010720,-1.21,-0.07,0.64,-0.37,-1.09,-2.16,-0.65,1,0.03,0.075
20010727,-1.14,-1.1,-0.92,-0.67,0.41,0.17,-0.49,-1.02,0.53,0.075
20010803,-0.8,0.59,1.2,0.93,0.61,0.22,0.69,-0.26,0.65,0.077
20010810,-4.57,-1.99,-1.59,-2.37,-1.23,-3,-2.3,-0.52,1.17,0.077
20010817,-1.29,0.37,0.18,-2.63,-1.24,-2.26,-2.25,1.8,0.92,0.077
20010824,1.2,0.76,0.61,2.23,0.97,0.17,1.7,-0.27,-1.33,0.077
20010831,-2.77,-2.33,-1.51,-4.61,-2.63,-3.2,-4,1.28,1.33,0.077
20010907,-6.72,-4.09,-3.75,-4.17,-4.13,-5.11,-4.35,-0.39,1.01,0.069
20010910,-1.13,-0.92,-1.02,0.78,-0.25,-0.36,0.32,-1.08,-0.52,0.069
20010921,-15.52,-13.51,-15.44,-11.59,-12.07,-12.14,-11.95,-2.89,-0.24,0.069
20010928,6.38,5.43,6.72,7.56,7.37,10.66,7.43,-2.35,1.72,0.069
20011005,4.36,2.32,0.96,3.65,1.23,0.03,2.92,0.91,-3.52,0.056
20011012,5.1,2.45,2.52,2.46,0.94,3.72,2.18,0.98,-0.66,0.056
20011019,-0.11,-0.43,-0.2,-1.39,-1.41,-4.58,-1.54,2.21,-1.64,0.056
20011026,4.43,3.2,1.89,2.98,3.37,-0.37,2.92,1.18,-2.95,0.056
20011102,-2,-1.11,0.3,-1.61,-1.63,-1.84,-1.68,0.75,1.03,0.044
20011109,1.56,1.43,1.28,3.1,2.47,2.93,2.79,-1.41,-0.23,0.044
20011116,3.23,2.58,3.73,1.75,1.75,5.72,1.88,0.11,2.24,0.044
20011123,2.09,1.35,1.53,1.05,1.03,0.61,1.02,0.76,-0.5,0.044
20011130,0.91,0.98,1.3,-0.86,-0.59,0.3,-0.64,1.45,0.77,0.044
20011207,4.38,4.39,3.61,1.56,2.91,2.83,2.02,1.69,0.25,0.037
20011214,-2.78,-1.43,-0.62,-2.77,-3.36,-4.87,-2.87,2.06,0.03,0.037
20011221,3.03,2.57,1.86,2.05,1.25,3.79,1.96,0.12,0.28,0.037
20011228,2.97,2.02,1.85,1.24,2.67,1.37,1.62,0.52,-0.5,0.037
20020104,1.41,1.97,2.52,1,1.49,1.86,1.05,0.52,0.98,0.035
20020111,-2.01,-1.39,-0.09,-2.01,-2.67,-1.05,-2.14,0.75,1.44,0.035
20020118,-4.94,-2.79,-1.75,-1.55,-1.75,-2.94,-1.83,-1.08,0.91,0.035
20020125,0.16,0.96,1.13,0.26,1.64,0.26,0.58,0.03,0.48,0.035
20020201,-1.07,0.24,0.98,-0.62,-1.35,-2.47,-0.85,1.53,0.1,0.032
20020208,-5.59,-2.27,-2.36,-2.21,-1.74,-3.79,-2.34,-0.82,0.82,0.032
20020215,0.05,0.99,0.94,0.8,1.01,-2.12,0.66,0.76,-1.02,0.032
20020222,-2.46,-0.72,-0.37,-1.55,-0.92,-0.88,-1.41,-0.07,1.38,0.032
20020301,2.35,2.89,2.81,3.8,4.42,5.65,3.79,-1.94,1.15,0.033
20020308,5.85,3.96,4.47,2.77,3.73,4.54,3.15,1.08,0.2,0.033
20020315,-0.24,0.19,0.78,0.07,0.37,-0.84,0.09,0.37,0.06,0.033
20020322,0.66,0.69,1.36,-1.5,-0.82,-1.17,-1.19,2.07,0.51,0.033
20020328,0.38,0.96,1.43,-0.24,0.4,-0.12,-0.04,0.91,0.59,0.033
20020405,-3.41,-1.17,-0.49,-2.49,-1.32,-1.83,-2.15,0.19,1.79,0.038
20020412,1.49,3.34,4.17,-1.21,0.64,-1.09,-0.51,3.55,1.41,0.038
20020419,1.68,1.13,1.36,0.87,2.2,2.45,1.26,-0.45,0.63,0.038
20020426,-4.85,-2.51,-2.19,-4.54,-2.68,-5.93,-4.13,1.2,0.63,0.038
20020503,0.13,2.33,2.41,-0.8,1.39,-0.61,-0.13,1.63,1.24,0.036
20020510,-4.56,-3.28,-2.79,-1.54,-1.58,-1.37,-1.79,-2.05,0.97,0.036
20020517,3.95,2.85,2.35,5.59,3.38,2.01,4.65,-0.61,-2.59,0.036
20020524,-3.79,-2.74,-2.26,-2.71,-0.76,-1.07,-2.2,-1.42,1.59,0.036
20020531,-1.22,-1.09,-0.9,-1.55,-1.27,-2.21,-1.47,0.61,-0.17,0.036
20020607,-4.71,-3.62,-2.75,-3.51,-3.36,-3.12,-3.51,-0.36,1.17,0.032
20020614,-2.83,-1.97,-2.12,-1.79,-1.92,-5.46,-2.11,0.75,-1.48,0.032
20020621,-0.69,0.64,1.21,-2.47,-0.4,-1.68,-1.77,1.9,1.35,0.032
20020628,1.03,1.69,1.3,0.17,-0.39,-1.48,0.01,1.9,-0.69,0.032
20020705,-5.47,-3.38,-4.23,0.13,-1.15,-2.49,-0.75,-3.19,-0.69,0.039
20020712,-6.33,-5.53,-5.06,-6.76,-5.79,-6.65,-6.47,0.76,0.69,0.039
20020719,-5.01,-6.53,-6.37,-7.49,-6.95,-7.37,-7.25,1.3,-0.62,0.039
20020726,-1.27,-2.19,-2.54,1.48,-2.06,-3.95,0.11,-0.49,-3.35,0.039
20020802,-1.8,-1.45,-1.18,1.18,2.61,1.07,1.22,-3.1,0.25,0.035
20020809,3.05,3.29,2.18,5.08,4.94,4.79,4.8,-2.1,-0.58,0.035
20020816,2.7,2.01,1,2.43,1.73,5.01,2.33,-1.15,0.44,0.035
20020823,1.8,1.11,1.71,0.99,1.47,3.15,1.22,-0.33,1.03,0.035
20020830,-3.34,-1.97,-1.9,-3.09,-1.54,-0.78,-2.58,-0.6,1.87,0.035
20020906,-0.54,-0.14,0.17,-2.4,-1.79,-0.74,-2.04,1.48,1.18,0.036
20020913,0.55,-0.69,-0.27,-0.33,-1.37,0.35,-0.47,0.31,-0.07,0.036
20020920,-6.66,-5.45,-4.91,-4.77,-5.71,-4.91,-5.05,-0.54,0.8,0.036
20020927,-1.64,-1.55,-2.02,-2.19,-1.17,-1.6,-1.92,-0.08,0.1,0.036
20021004,-4.5,-3.23,-3.07,-2.76,-5.33,-5.55,-3.48,0.95,-0.68,0.034
20021011,0.18,-1.02,-2.41,5.24,1.92,2.04,3.8,-4.15,-2.9,0.034
20021018,6.88,5.6,4.25,6.02,5.66,6.21,5.8,-0.39,-1.22,0.034
20021025,3.04,2.63,2.09,0.86,2.76,4.06,1.51,0.03,1.12,0.034
20021101,3.93,3.37,1.81,0.38,0.8,0.38,0.63,2.52,-1.06,0.029
20021108,0.53,-1.71,-0.55,-0.47,-2.24,0.2,-0.79,0.26,-0.2,0.029
20021115,2.54,1.53,1.08,1.62,2.3,1.46,1.77,-0.08,-0.82,0.029
20021122,4.95,4,2.41,1.84,3.54,2.81,2.36,1.06,-0.78,0.029
20021129,1.98,1.73,2.4,0.64,0.5,1.9,0.72,1.02,0.84,0.029
20021206,-3.78,-2.2,-1.49,-2.38,-2.75,-3.74,-2.51,0.46,0.47,0.028
20021213,-3.79,-1.51,-1.42,-2.67,-1.1,-2.88,-2.39,-0.02,1.08,0.028
20021220,-0.63,-0.12,-0.34,0.53,0.98,0.55,0.59,-1.05,0.15,0.028
20021227,-0.42,-0.75,-0.6,-2.21,-1.73,-2.04,-2,1.41,0,0.028
20030103,2,1.66,1.71,3.62,3.48,4.85,3.5,-2.2,0.47,0.024
20030110,2.94,1.54,1.48,1.95,2.02,2.9,2.06,-0.3,-0.25,0.024
20030117,-2.69,-1.93,-0.68,-3.01,-1.96,-2.27,-2.63,0.65,1.37,0.024
20030124,-3.42,-3.18,-3.33,-4.3,-4.13,-6.16,-4.23,1.56,-0.88,0.024
20030131,-1.45,-0.79,-0.38,-0.51,-0.47,-3.34,-0.66,0.57,-0.89,0.024
20030207,-4.38,-3.03,-3.15,-2.81,-3.54,-5.07,-3.12,0.28,-0.52,0.022
20030214,-0.18,0.16,-0.89,0.7,-0.23,-0.33,0.35,-0.36,-0.87,0.022
20030221,2.04,1.76,1.53,1.6,2.11,1.76,1.73,-0.05,-0.17,0.022
20030228,-1.36,-0.76,-1.12,-0.89,-0.68,-0.66,-0.78,-0.34,0.24,0.022
20030307,-2.39,-1.79,-1.68,-1.36,-1.02,-2.02,-1.42,-0.48,0.03,0.025
20030314,0.64,-0.19,-0.56,1.14,-0.66,-0.89,0.58,0.11,-1.61,0.025
20030321,6.89,5.44,4.92,7.61,6.54,7.68,7.21,-1.52,-0.95,0.025
20030328,-1.57,-1.81,-1.18,-3.65,-2.76,-3.98,-3.29,1.94,0.03,0.025
20030404,0.96,1.4,1.84,1.76,1.72,1.29,1.68,-0.19,0.2,0.024
20030411,-1.01,-0.22,0.14,-1.49,-0.25,-0.2,-1.14,0.28,1.22,0.024
20030417,3.4,3.39,2.75,2.91,2.96,2.75,2.92,0.31,-0.41,0.024
20030425,2.56,1.13,1.15,0.39,0.76,2.21,0.7,0.5,0.2,0.024
20030502,6.1,4.41,4.6,3.79,3.24,3.72,3.7,1.45,-0.79,0.022
20030509,1.25,1.82,1.8,0.49,0.4,0.42,0.53,1.18,0.24,0.022
20030516,1.81,0.48,0.89,0.64,2.17,4.1,1.22,-1.24,1.27,0.022
20030523,0.75,0.55,0.31,-1.33,0.16,0.57,-0.81,0.74,0.73,0.022
20030530,6.17,5.69,4.77,3.63,3.02,2.2,3.48,2.59,-1.42,0.022
20030606,4.02,2.45,2.79,2.55,2.61,2.02,2.57,0.69,-0.88,0.025
