,smbm1,smbm2,smbm3,bigbm1,bigbm2,bigbm3,Mkt-RF,SMB,HML,RF
20030613,-0.87,-0.29,0.52,0.03,0.08,0.5,0.07,-0.41,0.93,0.025
20030620,-0.27,0.67,0.69,0.9,0.29,-0.46,0.65,0.12,-0.2,0.025
20030627,-0.1,-0.33,-0.3,-1.93,-1.55,-1.45,-1.65,1.4,0.14,0.025
20030703,1.84,1.77,2.38,1.05,1.17,0.8,1.11,0.99,0.15,0.017
20030711,4.27,3.56,3.97,1.2,1.79,2.23,1.65,2.2,0.37,0.017
20030718,-1.79,-1.46,-1.72,-0.45,-0.54,-1.51,-0.7,-0.83,-0.5,0.017
20030725,2.15,0.4,0.6,0.49,0.46,0.34,0.56,0.62,-0.85,0.017
20030801,-0.15,-0.06,-0.03,-1.74,-1.3,-2.21,-1.52,1.67,-0.18,0.017
20030808,-3.31,-2.57,-2.67,-0.4,-0.19,-1.61,-0.7,-2.11,-0.29,0.017
20030815,4.04,3.85,4.02,1.4,1.7,2.23,1.74,2.2,0.41,0.017
20030822,3.04,2.59,3.48,0.54,-0.31,2.35,0.71,2.18,1.12,0.017
20030829,2.74,2.24,2.82,1.58,1.4,2.35,1.66,0.82,0.42,0.017
20030905,2.44,1.91,2.97,1.49,0.98,1.45,1.42,1.13,0.25,0.021
20030912,0.52,-0.16,0.7,0.09,-0.68,-1.65,-0.26,1.1,-0.78,0.021
20030919,2.59,1.89,2.73,1.42,2.48,2.2,1.8,0.37,0.46,0.021
20030926,-7.39,-5.8,-6.12,-3.91,-3.42,-5.17,-4.13,-2.27,0.01,0.021
20031003,4.96,4.96,5.44,3.36,3.43,3.78,3.55,1.6,0.45,0.018
20031010,1.03,1.29,2.64,0.53,1.51,2.1,0.99,0.27,1.59,0.018
20031017,0.43,0.44,1.07,0.02,0.36,-0.24,0.12,0.6,0.19,0.018
20031024,-2.05,-2.6,-2.55,-0.88,-0.7,-2.01,-1.09,-1.2,-0.81,0.018
20031031,4.38,3.91,4.62,1.99,2.72,2.98,2.45,1.74,0.62,0.018
20031107,1.93,3.07,3.38,0.08,1.24,1.11,0.68,1.98,1.24,0.018
20031114,-1.56,-1.64,-1.89,0.21,-0.97,-1.23,-0.44,-1.03,-0.88,0.018
20031121,-1.39,-1.1,-1.35,-1.59,-1.08,-0.71,-1.4,-0.16,0.46,0.018
20031128,4.14,3.39,4.11,2.13,2.46,3.7,2.54,1.11,0.77,0.018
20031205,-1.73,-0.88,-0.93,0.21,0.21,-0.83,-0.03,-1.04,-0.12,0.02
20031212,0.86,1.83,1.08,1.1,0.78,1.91,1.04,-0.01,0.52,0.02
20031219,-0.29,-0.11,0.14,1.21,1.16,1.89,1.12,-1.51,0.55,0.02
20031226,1.46,1.5,1.62,0.57,0.76,1.1,0.73,0.72,0.35,0.02
20040102,1.27,0.89,1.86,1.12,1.13,1.82,1.17,-0.02,0.65,0.017
20040109,2.51,2.16,3.89,1.07,1.47,1.97,1.46,1.35,1.14,0.017
20040116,2.47,2.46,3.69,1.35,1.92,2.13,1.73,1.07,1,0.017
20040123,0.99,0.78,1.25,-0.01,0.65,1.26,0.32,0.37,0.77,0.017
20040130,-2.64,-2.47,-2.91,-0.64,-1.36,-2.29,-1.19,-1.25,-0.96,0.017
20040206,0.34,0.43,0.14,1.25,0.47,1.02,0.91,-0.61,-0.21,0.016
20040213,0.36,0.32,0.43,0.22,0.96,0.81,0.47,-0.29,0.32,0.016
20040220,-0.87,-0.65,-0.93,-0.29,-0.06,0.33,-0.27,-0.81,0.28,0.016
20040227,0.59,0.79,0.91,-0.09,0.91,0.66,0.29,0.27,0.54,0.016
20040305,2.6,1.92,2.2,0.87,1.4,2.04,1.25,0.8,0.39,0.022
20040312,-3,-2.26,-3.35,-3.14,-2.8,-3.56,-3.07,0.29,-0.39,0.022
20040319,-1.98,-2.17,-1.84,-1.16,-0.74,-0.55,-1.12,-1.18,0.38,0.022
20040326,0.5,0.17,0.52,0.05,-0.43,-0.33,-0.13,0.64,-0.18,0.022
20040402,5.65,5.32,5.63,3.35,2.5,3.9,3.4,2.28,0.26,0.02
20040408,-0.08,-0.19,-0.31,-0.12,-0.24,-0.19,-0.15,-0.01,-0.15,0.02
20040416,-2.04,-1.95,-2.38,0.05,-1.61,-2.45,-0.8,-0.79,-1.42,0.02
20040423,1.85,1.14,1.05,0.93,0.11,0.98,0.75,0.67,-0.37,0.02
20040430,-5.41,-4.45,-6.68,-2.75,-2.64,-3.9,-3.15,-2.41,-1.21,0.02
20040507,-1.6,-1.78,-2.43,-0.4,-1.64,-1.73,-0.98,-0.68,-1.08,0.015
20040514,-0.93,-0.93,-1.71,-0.42,-0.25,-0.47,-0.49,-0.81,-0.42,0.015
20040521,-0.36,0.35,0.64,-0.28,0.29,-0.03,-0.11,0.22,0.62,0.015
20040528,3.97,3.73,4.3,2.38,2.9,3.4,2.79,1.11,0.68,0.015
20040604,0.07,0.06,-0.2,0.21,-0.1,0.2,0.11,-0.13,-0.14,0.021
20040610,-0.68,0.96,0.64,1.1,1.04,1.01,0.94,-0.74,0.62,0.021
20040618,0.3,0.11,0.17,-0.21,-0.13,-0.41,-0.15,0.44,-0.17,0.021
20040625,2.39,2.44,2.77,-0.13,0.52,0.92,0.39,2.1,0.71,0.021
20040702,-1.45,-0.2,0.15,-1.03,-0.71,-0.11,-0.82,0.12,1.26,0.024
20040709,-4.09,-2.86,-2.3,-1.24,-1.21,-0.7,-1.43,-2.03,1.16,0.024
20040716,-2.97,-1.21,-0.92,-1.36,-0.68,0.08,-1.09,-1.05,1.74,0.024
20040723,-3.53,-2.47,-2.44,-1.75,-0.79,-1.65,-1.66,-1.42,0.59,0.024
20040730,2.9,2.17,1.43,1.55,1.37,0.97,1.43,0.87,-1.02,0.024
20040806,-7.62,-5.13,-4.12,-3.91,-2.97,-2.79,-3.77,-2.4,2.31,0.028
20040813,-0.98,-0.25,-0.36,0.33,-0.18,-0.22,0.03,-0.51,0.04,0.028
20040820,6.8,5.17,3.92,3.01,3.9,3.09,3.5,1.97,-1.4,0.028
20040827,0.73,0.62,0.48,0.95,0.89,0.18,0.83,-0.06,-0.51,0.028
20040903,0.71,0.75,0.91,0.45,0.67,0.82,0.55,0.14,0.28,0.029
20040910,3.03,2.54,1.51,1.13,0.88,0.89,1.11,1.4,-0.88,0.029
20040917,1.09,0.67,0.44,0.34,0.56,1.16,0.53,0.05,0.08,0.029
20040924,-1.25,-1.11,-0.7,-1.89,-1.02,-0.74,-1.45,0.2,0.85,0.029
20041001,2.98,3.73,2.89,1.83,1.94,1.76,1.96,1.36,-0.08,0.028
20041008,-1.55,-1.35,-1.09,-1.27,-0.24,-0.05,-0.9,-0.82,0.84,0.028
20041015,-0.97,-1.19,-1.59,-0.89,-1.58,-1.77,-1.22,0.17,-0.75,0.028
20041022,0.32,-0.18,-0.83,-0.6,-1.9,-0.53,-0.93,0.78,-0.54,0.028
20041029,3.01,2.58,2.74,2.89,3.43,3.79,3.06,-0.59,0.31,0.028
20041105,3.57,3.76,3.15,3.37,2.95,3.25,3.2,0.3,-0.26,0.039
20041112,2.96,2.46,2.52,1.38,1.88,1.68,1.66,1,-0.07,0.039
20041119,-1.13,-0.94,-0.24,-0.97,-1.14,-0.46,-1.03,0.09,0.71,0.039
20041126,2.35,2.87,2.87,0.66,1.64,2.37,1.25,1.14,1.12,0.039
20041203,2.45,1.38,0.87,1.15,0.33,0.04,0.86,1.06,-1.34,0.041
20041210,-1.78,-1.53,-1.09,-0.29,-0.07,-0.3,-0.42,-1.25,0.34,0.041
20041217,1.84,1.55,2.16,0.42,0.76,1.82,0.8,0.85,0.86,0.041
20041223,1.23,1.04,1.32,1.27,1.65,0.98,1.26,-0.11,-0.1,0.041
20041231,0.99,0.47,0.79,0.22,0.15,0.51,0.29,0.46,0.05,0.041
20050107,-5.95,-5.65,-4.89,-2.2,-2.2,-2.5,-2.64,-3.2,0.38,0.041
20050114,0.2,0.73,0.96,-0.12,-0.13,0.81,0,0.44,0.84,0.041
20050121,-1.16,-0.95,-0.79,-1.74,-0.54,-1.31,-1.33,0.23,0.4,0.041
20050128,-0.06,0.67,0.71,0.26,0.45,0.11,0.25,0.17,0.31,0.041
20050204,4.04,4.11,3.86,2.52,3.24,3.56,2.9,0.9,0.43,0.041
20050211,-0.8,-0.26,-0.2,0.02,0.62,0.24,0.08,-0.71,0.41,0.041
20050218,-1.06,-0.7,-0.13,-0.05,-0.83,0.2,-0.33,-0.4,0.59,0.041
20050225,0.99,1.27,1.07,0.87,0.86,1.05,0.84,0.18,0.13,0.041
20050304,0.26,1.34,1.9,0.88,0.6,1.39,0.84,0.21,1.07,0.053
20050311,-2.84,-2.54,-2.24,-1.62,-1.69,-1.48,-1.77,-0.95,0.37,0.053
20050318,-1.4,-0.48,-0.15,-0.94,-1.02,0.3,-0.86,-0.12,1.25,0.053
20050324,-0.58,-1.26,-1.26,-0.73,-2.28,-1.94,-1.41,0.61,-0.95,0.053
20050401,-1.03,-0.47,-0.14,-0.06,0.21,1.13,-0.02,-0.97,1.04,0.051
20050408,0.06,-0.26,-0.01,0.85,0.56,0.34,0.59,-0.66,-0.29,0.051
20050415,-5.05,-5.13,-4.57,-2.68,-3.61,-4.28,-3.41,-1.39,-0.56,0.051
20050422,1.59,1.45,0.96,0.58,0.55,1.74,0.7,0.38,0.27,0.051
20050429,-2.32,-1.51,-1.85,0.27,0.9,0.25,0.16,-2.37,0.23,0.051
20050506,3.44,2.83,2.59,1.39,1.27,2.08,1.53,1.37,-0.08,0.06
20050513,-1.66,-2.39,-2.65,-0.8,-2.15,-2.37,-1.55,-0.46,-1.28,0.06
20050520,4.45,4.49,3.96,2.96,3.53,3.2,3.2,1.07,-0.13,0.06
20050527,1.27,1.51,1.59,0.77,0.94,1.51,0.95,0.38,0.53,0.06
20050603,0.23,0.5,1,-0.28,0.16,0.24,-0.04,0.54,0.65,0.057
20050610,0.63,0.72,1.58,-0.02,0.42,0.95,0.2,0.53,0.96,0.057
20050617,2.51,2.74,2.72,1.18,1.97,2.21,1.64,0.87,0.62,0.057
20050624,-2.19,-2.13,-2.26,-2.43,-1.48,-1.24,-1.99,-0.48,0.56,0.057
20050701,1.92,2.19,2.37,0.38,0.53,0.94,0.58,1.54,0.5,0.059
20050708,3.31,3.06,1.97,1.78,1.27,1.32,1.63,1.32,-0.9,0.059
20050715,0.88,0.27,0.42,1.6,1.14,0.69,1.18,-0.62,-0.68,0.059
20050722,1.45,2.68,2.3,0.71,0.05,0.35,0.56,1.77,0.25,0.059
20050729,0.76,0.3,0.32,0.11,-0.13,0.92,0.16,0.16,0.19,0.059
20050805,-2.28,-1.8,-2.05,-0.66,-0.66,-0.27,-0.82,-1.51,0.31,0.075
20050812,-0.49,-0.06,-0.16,0.16,0.64,0.55,0.23,-0.69,0.36,0.075
20050819,-1.18,-1.18,-1.01,-0.93,-0.85,-0.63,-0.96,-0.32,0.23,0.075
20050826,-0.65,-0.85,-0.19,-1.11,-1.36,-0.77,-1.13,0.52,0.4,0.075
20050902,1.95,2.57,1.72,0.95,1.35,1.79,1.2,0.71,0.3,0.071
20050909,2.42,2.07,1.47,2,1.79,1.8,1.84,0.12,-0.58,0.071
20050916,-0.88,-0.57,-0.54,-0.72,0.02,-0.02,-0.5,-0.42,0.52,0.071
20050923,-2.59,-2.23,-1.52,-1.68,-2.03,-1.65,-1.9,-0.33,0.55,0.071
20050930,2.05,1.99,1.44,1.16,1.37,1.71,1.29,0.42,-0.03,0.071
20051007,-3.54,-3.26,-2.45,-2.39,-2.63,-3.27,-2.72,-0.32,0.1,0.068
20051014,-1.89,-1.4,-1.89,-0.41,-1.24,-1.59,-1.02,-0.65,-0.59,0.068
20051021,-0.1,-0.21,0.08,-0.14,-0.63,-1.04,-0.43,0.53,-0.36,0.068
20051028,-0.14,0.57,0.5,0.77,2.1,2.58,1.21,-1.51,1.23,0.068
20051104,3.71,3.73,3.43,2.51,1.58,2.59,2.28,1.4,-0.1,0.078
20051111,1.4,1.19,0.71,1.19,1.56,0.38,1.11,0.06,-0.75,0.078
20051118,1.21,0.39,0.45,1.22,0.82,1.19,1,-0.4,-0.39,0.078
20051125,1.46,1.79,1.47,1.56,2.02,1.12,1.56,0.01,-0.22,0.078
20051202,0.89,1.24,1.18,-0.17,-0.39,0.2,-0.12,1.22,0.33,0.079
20051209,-0.04,-0.24,-0.03,-0.62,-0.18,-0.22,-0.44,0.24,0.21,0.079
20051216,-0.32,-1.03,-1.04,0.46,1.03,-0.19,0.36,-1.23,-0.69,0.079
20051223,0.54,0.5,0.24,-0.03,0.54,0.05,0.1,0.24,-0.1,0.079
20051230,-1.96,-1.62,-1.28,-1.81,-1.29,-0.92,-1.59,-0.28,0.78,0.079
20060106,3.6,3.79,3.16,2.98,2.84,3.03,2.92,0.56,-0.2,0.087
20060113,1.64,1.24,1.15,0.18,0.35,0.33,0.29,1.06,-0.17,0.087
20060120,-0.62,-0.29,-0.42,-2.5,-1.88,-0.91,-1.94,1.32,0.9,0.087
20060127,3.61,4,3.6,1.47,2.27,1.96,1.87,1.84,0.24,0.087
20060203,-0.94,-0.85,-0.61,-1.42,-1.16,-1.4,-1.35,0.53,0.18,0.084
20060210,-1.29,-0.61,-1.01,0.11,0.31,-0.36,-0.1,-0.99,-0.09,0.084
20060217,1.9,1.71,1.84,1.49,1.71,1.77,1.54,0.16,0.11,0.084
20060224,0.64,0.75,0.63,-0.03,0.92,-0.06,0.23,0.4,-0.01,0.084
20060303,0.39,0.58,0.17,0.15,-0.47,-0.12,-0.13,0.53,-0.25,0.092
20060310,-1.92,-1.8,-0.99,-0.57,-0.56,-0.84,-0.84,-0.92,0.33,0.092
20060317,2.24,2.8,2.46,1.99,2.17,2.29,2.02,0.35,0.26,0.092
20060324,1.25,1.11,1.07,-0.16,-0.28,-0.12,-0.12,1.33,-0.07,0.092
20060331,1.53,1.64,1.76,-0.25,-0.63,-0.33,-0.23,2.05,0.07,0.092
20060407,-1.38,-0.75,-0.45,-0.29,0.39,0.63,-0.13,-1.1,0.92,0.089
20060413,-0.32,-0.71,-0.57,-0.43,-0.51,-0.36,-0.56,-0.1,-0.09,0.089
20060421,2.29,3.19,2.44,1.42,1.71,2.5,1.67,0.76,0.61,0.089
20060428,-1.22,-0.66,-0.49,-0.67,0.7,0.37,-0.24,-0.92,0.88,0.089
20060505,1.5,2.8,2.36,1.14,1.31,1.52,1.21,0.9,0.62,0.108
20060512,-5.39,-4.66,-4.12,-2.66,-2.28,-2.06,-2.86,-2.39,0.94,0.108
20060519,-3.41,-2.79,-2.11,-1.5,-2.36,-1.75,-2.06,-0.9,0.52,0.108
20060526,0.84,0.77,0.73,1.01,1.07,0.97,0.85,-0.24,-0.07,0.108
20060602,0.79,1.5,1.23,0.29,1.28,1.07,0.7,0.29,0.61,0.099
20060609,-4.92,-4.86,-4.17,-2.9,-2.66,-3.24,-3.2,-1.72,0.21,0.099
20060616,-1.47,-0.96,-1.39,0.49,-0.86,-0.01,-0.32,-1.15,-0.21,0.099
20060623,-0.19,-0.33,-0.31,-0.53,-0.53,0.3,-0.47,-0.02,0.36,0.099
20060630,4.1,4.41,4.19,1.71,2.57,2.52,2.23,1.97,0.45,0.099
20060707,-2.59,-2.07,-1.24,-0.77,-0.08,-0.43,-0.76,-1.54,0.84,0.099
20060714,-4.82,-3.45,-3.49,-2.73,-2.47,-1.97,-2.82,-1.53,1.04,0.099
20060721,-2.24,-1.57,-0.84,-0.06,0.46,0.61,-0.1,-1.89,1.03,0.099
20060728,3.6,4.35,3.51,2.94,3.37,2.82,3.07,0.78,-0.11,0.099
20060804,-0.07,0.28,0.09,0.3,0.51,-0.71,0.07,0.07,-0.42,0.105
20060811,-3.3,-2.72,-2.53,-0.8,-1.04,-1.67,-1.3,-1.68,-0.04,0.105
20060818,5.59,4.33,3.71,3.41,2.46,2.19,2.97,1.86,-1.55,0.105
20060825,-1.64,-1.87,-1.37,-0.81,-0.56,-0.68,-0.88,-0.94,0.2,0.105
20060901,3.45,3.11,3.07,1.68,1.22,1.1,1.55,1.87,-0.48,0.102
20060908,-2.11,-1.55,-1.35,-0.95,-0.96,-0.74,-1.11,-0.78,0.49,0.102
20060915,3.03,2.64,2.51,1.92,1.29,1.35,1.65,1.21,-0.54,0.102
20060922,-1.42,-1.29,-1.08,-0.61,-0.24,-0.37,-0.66,-0.86,0.29,0.102
20060929,1.42,0.83,1.03,1.62,1.65,1.69,1.47,-0.56,-0.16,0.102
20061006,2.03,1.67,1.57,1.28,0.78,1.27,1.09,0.64,-0.23,0.101
20061013,3.23,2.99,2.57,1.08,1.54,1.53,1.4,1.55,-0.1,0.101
20061020,0.01,-0.13,-0.02,0.27,0.04,-0.03,0.05,-0.14,-0.17,0.101
20061027,0.58,0.5,0.31,0.58,0.76,1.29,0.62,-0.42,0.22,0.101
20061103,-1.56,-1.26,-1.6,-0.92,-1.09,-0.36,-1.05,-0.68,0.25,0.106
20061110,2.37,2.08,2.48,1.22,1.46,1.79,1.36,0.82,0.34,0.106
20061117,2.43,2.31,2.28,1.96,1.18,0.85,1.53,1,-0.63,0.106
20061124,0.58,0.23,0.31,0,0.07,-0.19,0.01,0.41,-0.23,0.106
20061201,-1.48,-1.08,-1.13,-0.64,0.25,-0.08,-0.5,-1.08,0.46,0.101
20061208,1.68,1.56,1.44,0.93,1.05,1.56,1.02,0.38,0.19,0.101
20061215,-0.74,0.06,0.95,0.9,1.21,2.22,0.95,-1.35,1.51,0.101
20061222,-1.68,-1.28,-0.88,-1.54,-0.78,-0.82,-1.27,-0.23,0.76,0.101
20061229,0.64,1.07,1.01,0.47,0.64,0.3,0.47,0.44,0.1,0.101
20070105,-0.98,-1.63,-1.31,0.06,-1.1,-0.88,-0.66,-0.67,-0.63,0.111
20070112,2.85,1.99,2.28,2.12,1.62,0.49,1.73,0.96,-1.1,0.111
20070119,-1.25,-1.25,-0.9,-0.5,0.4,0.14,-0.31,-1.15,0.5,0.111
20070126,0.63,0.19,0.32,-0.76,-0.46,-0.18,-0.57,0.85,0.13,0.111
20070202,2.65,2.85,2.63,1.62,2.25,2.44,1.94,0.61,0.4,0.096
20070209,-0.46,-0.13,-0.07,-0.77,-0.37,-0.43,-0.65,0.3,0.36,0.096
20070216,1.62,1.47,0.91,1.09,1.49,1.53,1.22,-0.04,-0.13,0.096
20070223,1.75,1.25,0.78,0.17,-0.35,-0.45,-0.05,1.47,-0.8,0.096
20070302,-6.28,-5.57,-5.37,-4.47,-4.42,-3.85,-4.62,-1.49,0.76,0.106
20070309,1.25,1.32,0.97,0.99,1.36,1.05,1,0.05,-0.11,0.106
20070316,-0.78,-0.77,-0.74,-0.86,-1.15,-1.99,-1.18,0.58,-0.55,0.106
20070323,4.27,3.77,3.14,3.3,3.99,3.6,3.48,0.09,-0.41,0.106
20070330,-0.73,-0.93,-1.06,-1,-1.01,-1.02,-1.08,0.1,-0.18,0.106
20070405,1.8,1.53,1.3,2.11,1.36,1.22,1.55,-0.02,-0.7,0.109
20070413,1.09,0.71,0.81,0.62,0.52,0.92,0.58,0.18,0.02,0.109
20070420,0.81,1.27,1.21,1.9,2.21,2.39,1.82,-1.07,0.44,0.109
20070427,0.53,0.27,-0.59,1.03,0.27,0.01,0.41,-0.37,-1.07,0.109
20070504,0.34,0.4,0.4,0.64,1.04,0.81,0.69,-0.45,0.11,0.101
20070511,-0.44,-0.66,-0.28,-0.26,0.42,0.47,-0.09,-0.67,0.44,0.101
20070518,0.04,-0.48,-0.75,0.89,1.37,1.06,0.82,-1.5,-0.31,0.101
20070525,1.03,0.75,0.5,-0.24,-0.52,-0.65,-0.33,1.23,-0.47,0.101
20070601,2.63,2.64,2.36,1.68,1.42,1.24,1.56,1.09,-0.36,0.099
20070608,-2.08,-1.94,-1.9,-1.7,-1.99,-2.18,-1.99,-0.02,-0.15,0.099
20070615,1.75,1.73,1.25,1.7,1.51,1.78,1.58,-0.08,-0.21,0.099
20070622,-1.44,-1.38,-1.62,-1.82,-2.23,-1.92,-1.98,0.51,-0.14,0.099
20070629,0.54,-0.21,-0.15,0.35,-0.09,-0.27,0.01,0.06,-0.65,0.099
20070706,2.18,1.94,1.48,2.14,1.97,1.51,1.88,-0.01,-0.66,0.099
20070713,0.97,0.41,0.12,1.76,1.33,0.99,1.25,-0.86,-0.81,0.099
20070720,-1.47,-2.04,-2.29,-0.45,-1.75,-2.35,-1.34,-0.42,-1.36,0.099
20070727,-6.24,-6.07,-6.78,-4.3,-5.59,-5.1,-5.18,-1.37,-0.67,0.099
20070803,-2.25,-2.49,-3.72,-1.32,-1.76,-2.86,-1.9,-0.84,-1.51,0.104
20070810,3.95,3.94,2.13,1.14,1.64,1.12,1.4,2.04,-0.92,0.104
20070817,-1.62,-0.14,-0.16,-1.46,0.26,0.74,-0.74,-0.48,1.83,0.104
20070824,1.7,1.69,1.59,2.72,2.39,1.95,2.33,-0.7,-0.44,0.104
20070831,-0.23,-0.56,-0.88,0.14,-0.47,-1.31,-0.44,-0.02,-1.05,0.104
20070907,-1.42,-2.01,-1.79,-1.04,-1.48,-1.22,-1.34,-0.5,-0.28,0.081
20070914,1.2,0.85,0.31,2.35,1.67,1.92,1.84,-1.19,-0.66,0.081
20070921,2.86,3.2,3.02,2.81,2.47,2.69,2.65,0.37,0.02,0.081
20070928,-0.04,-1.03,-1.4,0.75,-0.34,-0.34,0.07,-0.85,-1.23,0.081
20071005,4.34,4.26,3.95,1.67,2.83,2.3,2.28,1.92,0.12,0.08
20071012,-0.01,-0.57,-1.05,0.73,0.08,0.24,0.29,-0.9,-0.76,0.08
20071019,-4.2,-4.69,-5.39,-3.02,-4.43,-3.92,-3.86,-0.97,-1.04,0.08
20071026,2.83,2.26,2.61,2.52,2.13,1.58,2.17,0.49,-0.58,0.08
20071102,-1.74,-2.96,-3.38,-0.56,-2.36,-2.58,-1.64,-0.86,-1.83,0.085
20071109,-3.72,-2.49,-2.61,-3.94,-3.53,-2.48,-3.68,0.37,1.28,0.085
20071116,-0.92,-0.45,-0.8,0.9,-0.14,-0.31,0.19,-0.88,-0.54,0.085
20071123,-2.29,-1.48,-1.65,-0.73,-2.06,-1.76,-1.49,-0.29,-0.2,0.085
20071130,2.35,1.33,1.06,2.53,3.55,3.11,2.8,-1.48,-0.35,0.085
20071207,2.46,2.16,1.91,1.47,2.21,2.25,1.73,0.2,0.12,0.068
20071214,-3.29,-4.04,-3.96,-1.8,-3.47,-2.49,-2.63,-1.18,-0.68,0.068
20071221,3.2,3.56,3.3,1.21,1.33,0.09,1.23,2.47,-0.51,0.068
20071228,-1.18,-1.59,-1.62,-0.36,-0.43,0.15,-0.49,-1.25,0.04,0.068
20080104,-5.87,-6.31,-5.97,-4.49,-4.62,-4.51,-4.76,-1.51,-0.06,0.054
20080111,-2.24,-3.07,-2.44,-0.77,-0.59,-1.81,-1.12,-1.53,-0.62,0.054
20080118,-5.1,-3.94,-3.48,-4.32,-6.16,-6.12,-5.18,1.36,-0.09,0.054
20080125,1.09,2.66,2.73,-0.97,2.06,2.88,0.64,0.83,2.74,0.054
20080201,5.65,6.34,7.09,3.46,6.33,7.23,5.05,0.68,2.6,0.033
20080208,-4.83,-3.69,-3.51,-3.67,-5.02,-4.73,-4.3,0.46,0.13,0.033
20080215,0.38,0.27,-0.15,1.5,0.92,1.76,1.26,-1.22,-0.13,0.033
20080222,-1.32,-0.2,-0.38,0.14,0.86,-0.65,0.08,-0.75,0.08,0.033
20080229,-0.75,-1.28,-1.66,-1.04,-2.06,-2.26,-1.53,0.55,-1.07,0.033
20080307,-4.28,-3.43,-3.4,-2.16,-3.36,-3.72,-2.96,-0.62,-0.34,0.043
20080314,-0.61,0.58,0.36,0.31,-1.03,-1.48,-0.45,0.84,-0.41,0.043
20080320,1.22,2.97,2.52,2.32,3.24,4.2,2.7,-1.02,1.59,0.043
20080328,1.39,0.3,-0.12,-0.08,-2.01,-0.86,-0.71,1.51,-1.14,0.043
20080404,4.57,4,3.75,3.65,5.12,3.83,4.18,-0.1,-0.32,0.044
20080411,-3.2,-3.63,-3.26,-2.54,-2.69,-2.22,-2.65,-0.88,0.13,0.044
20080418,3.79,4.63,4.09,3.71,4.89,3.22,3.96,0.23,-0.09,0.044
20080425,0.69,-0.02,-1.18,0.2,0.86,0.64,0.45,-0.74,-0.71,0.044
20080502,0.99,1,0.57,0.52,1.38,2.89,1.16,-0.75,0.98,0.045
20080509,-0.55,-0.41,-0.93,-1.23,-1.97,-1.94,-1.51,1.08,-0.54,0.045
20080516,3.43,3.02,2.74,2.99,2.64,2.25,2.71,0.44,-0.71,0.045
20080523,-2.27,-2.1,-2.24,-3.01,-3.74,-3.27,-3.22,1.14,-0.11,0.045
20080530,3.68,3.46,2.24,2.23,1.24,2.77,2.1,1.05,-0.45,0.045
20080606,-1.05,-1.43,-1.03,-2.14,-2.63,-3.58,-2.41,1.61,-0.72,0.043
20080613,-0.71,-0.25,-1.3,0.4,-0.44,-1.01,-0.17,-0.4,-1,0.043
20080620,-0.82,-0.99,-1.63,-2.7,-3.27,-3.38,-2.8,1.97,-0.75,0.043
20080627,-3.64,-3.98,-4.24,-2.87,-3.28,-3.75,-3.26,-0.65,-0.74,0.043
20080703,-4.79,-5.01,-5.24,-1.3,-1.89,-2.58,-1.94,-3.09,-0.87,0.038
20080711,0.5,0.79,-0.74,-0.51,-2.35,-4.47,-1.31,2.63,-2.6,0.038
20080718,2.89,3,5.56,0.64,0.74,9.81,1.65,0.09,5.92,0.038
20080725,2.04,2.51,2.65,0,-0.64,-0.56,-0.03,2.8,0.03,0.038
20080801,0.87,0.64,1.8,-0.53,0.97,4.43,0.39,-0.52,2.94,0.032
20080808,2.71,2.64,4.57,3.2,1.6,1.97,2.55,1.05,0.32,0.032
20080815,2.2,2.84,3.29,0.69,0.47,-1.59,0.63,2.92,-0.59,0.032
20080822,-2.03,-1.94,-3.21,-0.27,-0.35,-2.25,-0.68,-1.44,-1.58,0.032
20080829,0.22,0.08,1.3,-1.4,0.24,2.23,-0.49,0.17,2.35,0.032
20080905,-3.97,-2.2,0.1,-4.06,-3.07,0.71,-3.16,0.11,4.42,0.038
20080912,-0.94,0.55,0.18,1,0.03,0.73,0.48,-0.66,0.42,0.038
20080919,3.45,4.38,5.23,-0.89,0.79,8.52,0.87,1.55,5.6,0.038
20080926,-6.22,-6.87,-7.35,-2.79,-4.08,-6.19,-4.02,-2.46,-2.27,0.038
20081003,-13.15,-10.62,-10.59,-9.25,-9.5,-10.25,-9.6,-1.79,0.79,0.02
20081010,-15.59,-14.98,-17.54,-16.16,-20.28,-23.11,-18,3.81,-4.45,0.02
20081017,0.67,1.04,2.54,4.57,6.01,5.47,4.61,-3.93,1.39,0.02
20081024,-10.49,-9.48,-11.24,-6.88,-5.8,-8.89,-7.24,-3.21,-1.38,0.02
20081031,13.41,13.1,13.65,10.28,10.42,11.72,10.78,2.58,0.84,0.02
20081107,-5.25,-5.68,-6.93,-3.28,-4.13,-5.57,-4.01,-1.63,-1.98,0.007
20081114,-9.82,-8.96,-10.51,-5.61,-5.35,-10.71,-6.45,-2.54,-2.89,0.007
20081121,-10.83,-9.95,-12.34,-5.8,-9.35,-22.14,-8.76,1.39,-8.92,0.007
20081128,16.06,15.17,17.45,9.38,13.8,27.76,12.61,-0.75,9.89,0.007
20081205,-3.06,-2.21,-0.47,-2.29,-2.59,0.31,-2.14,-0.39,2.59,0
20081212,2.37,1.18,-0.69,1.21,0.72,-2.75,0.66,1.22,-3.51,0
20081219,3.54,2.61,3.23,0.97,1.13,1.55,1.34,1.91,0.13,0
20081226,-1.96,-1.68,-1.94,-1.03,-2.33,-2.69,-1.63,0.16,-0.82,0
